,Date,Time,Title,Description,Category,Priority,Status,Location,Department,Class,Year,Month,Day/Night,Quarter,Week,Response Time(min),Resolution Time(min),Duration(min),Priority_,Status_,Department_,Location_,Class_
437,2021-03-12,04:19:02,Unauthorized System Access,An unauthorized user gains access to a critical system potentially compromising its integrity.,12,High,Resolved,Server Room,IT,Security,2021,March,night,First,10,10,20,30,3,3,2,2,5
438,2023-11-29,16:20:00,Database Backup Failure,The scheduled database backup has failed.,11,Medium,In Progress,Office,IT,Data,2023,November,day,Fourth,48,0,0,0,2,2,2,1,6
439,2021-01-19,11:06:59,Network Security Breach,A security breach has been detected on the network compromising sensitive data.,6,Critical,Resolved,Office,IT,Network,2021,January,day,First,3,10,20,30,4,3,2,1,3
440,2023-11-23,08:50:00,Server Overload,The server is under heavy load and experiencing performance issues.,4,High,Open,Data Center,Infrastructure,Performance,2023,November,day,Fourth,47,0,0,0,3,1,3,3,1
441,2022-02-26,22:14:36,Network DNS Server Unreachable,The DNS server is unreachable preventing domain name resolution.,5,High,Resolved,Data Center,IT,Network,2022,February,night,First,8,20,40,60,3,3,2,3,3
442,2022-05-06,17:30:06,Application Timeout,An application times out and terminates user sessions after a period of inactivity.,0,High,Resolved,Office,IT,Application,2022,May,day,Second,18,30,60,90,3,3,2,1,0
443,2023-07-14,08:55:00,Application Bug,Users are experiencing unexpected errors in the application.,0,Medium,Resolved,Office,Applications,Application,2023,July,day,Third,28,5,25,30,2,3,1,1,0
444,2022-08-29,06:38:37,Server Configuration Baseline,Establishing a baseline of server configuration settings to track changes and detect unauthorized modifications.,17,Medium,Resolved,Data Center,IT,Configuration,2022,August,day,Third,35,15,30,45,2,3,2,3,7
445,2021-02-03,14:16:43,Application Memory Leak,An application exhibits a memory leak gradually consuming excessive memory and impacting system performance.,4,High,Resolved,Office,IT,Performance,2021,February,day,First,5,5,10,15,3,3,2,1,1
446,2022-06-02,18:42:27,Application User Account Lockout,User accounts are locked out preventing users from accessing the application and their data.,16,Medium,Resolved,Server Room,Applications,Application,2022,June,day,Second,22,5,10,15,2,3,1,2,0
447,2021-07-05,03:36:46,Data Classification Error,Data is misclassified leading to improper handling or storage or disclosure of sensitive information.,11,Medium,Resolved,Office,IT,Data,2021,July,night,Third,27,20,40,60,2,3,2,1,6
448,2021-03-29,22:31:08,Server Room Temperature Issue,The temperature in the server room rises or falls beyond acceptable limits potentially damaging equipment.,3,High,Resolved,Data Center,IT,Infrastructure,2021,March,night,First,13,20,40,60,3,3,2,3,2
449,2022-06-30,05:53:50,Database Table Corruption,One or more database tables become corrupted impacting data integrity and functionality.,13,High,Resolved,Data Center,IT,Data,2022,June,night,Second,26,15,30,45,3,3,2,3,6
450,2022-08-17,18:50:34,Application Resource Exhaustion,An application exhausts system resources causing performance degradation or application failure.,4,High,Resolved,Office,IT,Performance,2022,August,day,Third,33,15,30,45,3,3,2,1,1
451,2021-08-14,15:20:26,Network VLAN Configuration Error,The VLAN configuration contains errors causing network segmentation issues.,5,Medium,Resolved,Data Center,Infrastructure,Network,2021,August,day,Third,32,10,20,30,2,3,3,3,3
452,2023-10-08,12:20:00,Network Connectivity Intermittent,Intermittent network connectivity issues experienced by users.,6,Medium,Resolved,Server Room,Infrastructure,Network,2023,October,day,Fourth,40,10,35,45,2,3,3,2,3
453,2021-02-17,12:08:17,Application Cross-Site Scripting (XSS) Vulnerability,The application is vulnerable to cross-site scripting attacks potentially compromising user data and security.,16,Critical,Resolved,Server Room,Applications,Application,2021,February,day,First,7,10,20,30,4,3,1,2,0
454,2023-08-15,11:20:00,Data Backup Error,An error occurred during the data backup process.,11,High,Open,Office,IT,Data,2023,August,day,Third,33,0,0,0,3,1,2,1,6
455,2021-05-28,12:57:42,Database Query Timeout,Database queries exceed the allowed timeout period causing failures and delays.,2,Medium,Resolved,Data Center,IT,Performance,2021,May,day,Second,21,10,20,30,2,3,2,3,1
456,2023-09-08,09:55:00,Application Functionality Issue,The application is not functioning as expected.,0,Medium,Open,Office,Applications,Application,2023,September,day,Third,36,0,0,0,2,1,1,1,0
457,2021-01-15,22:13:31,Slow Database Response,A database responds slowly to queries or requests affecting application performance.,4,High,Resolved,Data Center,IT,Performance,2021,January,night,First,2,10,20,30,3,3,2,3,1
458,2021-02-04,14:41:04,Application Data Migration Error,There is an error in the data migration process resulting in data inconsistencies or loss.,13,Medium,Resolved,Server Room,Applications,Data,2021,February,day,First,5,20,40,60,2,3,1,2,6
459,2023-08-28,08:45:00,Network Configuration Error,Incorrect network configuration causing connectivity issues.,6,Medium,Resolved,Server Room,Infrastructure,Network,2023,August,day,Third,35,5,15,20,2,3,3,2,3
460,2023-06-18,09:55:00,Application Not Accessible,Users are unable to access the application.,0,Critical,In Progress,Office,Applications,Application,2023,June,day,Second,24,0,0,0,4,2,1,1,0
461,2023-07-19,09:50:00,Printer Offline,The printer is offline and not responding.,9,Low,Resolved,Office,Infrastructure,Hardware,2023,July,day,Third,29,5,10,15,1,3,3,1,4
462,2021-09-11,08:17:25,Network Device Configuration Error,A network device has a misconfiguration leading to connectivity problems or traffic routing issues.,3,Medium,Resolved,Data Center,IT,Infrastructure,2021,September,day,Third,36,10,20,30,2,3,2,3,2
463,2022-08-22,13:00:37,Application Login Failure,Users are unable to log in to the application due to authentication errors.,1,High,Resolved,Office,Applications,Application,2022,August,day,Third,34,20,40,60,3,3,1,1,0
464,2022-08-15,16:16:32,Functionality Bug,An application exhibits a bug in one of its features causing unexpected behavior or errors.,0,High,Resolved,Data Center,IT,Application,2022,August,day,Third,33,30,60,90,3,3,2,3,0
465,2023-09-18,08:00:00,Network Outage,Complete loss of network connectivity.,6,Critical,Resolved,Server Room,Infrastructure,Network,2023,September,day,Third,38,30,150,180,4,3,3,2,3
466,2023-01-29,09:32:39,Password Policy Violation,A user violates the password policy using a weak or easily guessable password.,12,Medium,Resolved,Office,IT,Security,2023,January,day,First,4,5,10,15,2,3,2,1,5
467,2023-06-17,11:45:00,Server Hard Drive Failure,One of the server hard drives has failed.,9,Critical,Open,Data Center,IT,Hardware,2023,June,day,Second,24,60,720,480,4,1,2,3,4
468,2023-08-21,09:55:00,Application Bug,Users are experiencing unexpected errors in the application.,0,Medium,Open,Office,Applications,Application,2023,August,day,Third,34,0,0,0,2,1,1,1,0
469,2022-01-05,01:11:28,Website SQL Injection,The company website is vulnerable to a SQL injection attack posing a security risk.,10,Critical,Resolved,Data Center,IT,Security,2022,January,night,First,1,10,20,30,4,3,2,3,5
470,2023-02-06,14:45:00,Network Connectivity Issue,Users are unable to connect to the network.,6,High,Resolved,Server Room,Infrastructure,Network,2023,February,day,First,6,15,45,120,3,3,3,2,3
471,2022-01-28,12:03:34,Compatibility Problem,An application encounters compatibility issues with specific hardware or software versions.,0,High,Resolved,Data Center,IT,Application,2022,January,day,First,4,20,40,60,3,3,2,3,0
472,2021-07-19,01:47:45,Network Load Balancer Misconfiguration,The network load balancer is misconfigured causing uneven distribution of traffic and service disruptions.,14,Medium,Resolved,Office,IT,Configuration,2021,July,night,Third,29,5,10,15,2,3,2,1,7
473,2023-05-11,16:20:00,Network VLAN Configuration Issue,Incorrect VLAN configuration leading to network connectivity problems.,6,High,Resolved,Server Room,Infrastructure,Network,2023,May,day,Second,19,10,50,60,3,3,3,2,3
474,2022-10-14,04:46:35,Email Server Overload,The email server is overloaded with incoming messages causing delays in email delivery.,2,High,Resolved,Office,IT,Performance,2022,October,night,Fourth,41,30,60,90,3,3,2,1,1
475,2022-10-29,14:28:06,Network Traffic Optimization,Optimizing network traffic patterns and configurations to improve performance and reduce latency.,6,Medium,Resolved,Office,IT,Network,2022,October,day,Fourth,43,30,60,90,2,3,2,1,3
476,2023-03-08,11:45:00,Network Firewall Block,The firewall is blocking legitimate network traffic.,12,Medium,Open,Server Room,Security,Security,2023,March,day,First,10,0,0,0,2,1,4,2,5
477,2021-10-18,07:03:11,Application Database Deadlock,There is a database deadlock issue causing concurrent transactions to wait indefinitely.,2,High,Resolved,Office,IT,Performance,2021,October,day,Fourth,42,5,10,15,3,3,2,1,1
478,2021-07-28,08:13:36,Firewall Configuration Error,A firewall is misconfigured resulting in network access issues or security vulnerabilities.,17,High,Resolved,Data Center,IT,Configuration,2021,July,day,Third,30,15,30,45,3,3,2,3,7
479,2022-03-26,02:09:51,Website Unavailable,The company website is down and displaying an error message.,1,High,Resolved,Data Center,IT,Application,2022,March,night,First,12,10,35,45,3,3,2,3,0
480,2022-08-28,05:32:26,Network Outage,A network outage occurs. causing complete or partial loss of network connectivity and service disruptions.,4,Critical,Resolved,Data Center,IT,Performance,2022,August,night,Third,34,15,30,45,4,3,2,3,1
481,2022-09-30,09:27:59,Network VLAN Misconfiguration,A misconfiguration in network VLAN settings leads to network connectivity issues or data leakage.,17,High,Resolved,Data Center,IT,Configuration,2022,September,day,Third,39,20,40,60,3,3,2,3,7
482,2023-05-02,05:00:11,Application Feature Malfunction,A specific feature of the application malfunctions causing errors and unexpected behavior.,1,Medium,Resolved,Server Room,Applications,Application,2023,May,night,Second,18,30,60,90,2,3,1,2,0
483,2022-07-16,17:55:39,Server Room Equipment Failure,There is a failure in critical server room equipment impacting service availability.,8,High,Resolved,Server Room,Infrastructure,Infrastructure,2022,July,day,Third,28,15,30,45,3,3,3,2,2
484,2022-08-14,11:15:41,Server Room Power Outage,There is a complete power outage in the server room causing service disruption and equipment shutdown.,8,Critical,Resolved,Server Room,Infrastructure,Infrastructure,2022,August,day,Third,32,20,40,60,4,3,3,2,2
485,2021-09-06,09:09:49,Network DNS Server Unresponsive,The DNS server becomes unresponsive leading to DNS resolution failures.,5,High,Resolved,Office,IT,Network,2021,September,day,Third,36,20,40,60,3,3,2,1,3
486,2023-06-06,08:40:00,Server Unresponsive,The server is not responding to any requests.,9,High,Open,Data Center,Infrastructure,Hardware,2023,June,day,Second,23,0,0,0,3,1,3,3,4
487,2022-07-22,08:18:17,Ransomware Attack,The system is infected with ransomware causing data encryption and demanding a ransom.,12,Critical,Resolved,Data Center,IT,Security,2022,July,day,Third,29,20,40,60,4,3,2,3,5
488,2023-07-31,10:30:00,Server Hardware Failure,A critical hardware component on the server has failed.,9,Critical,Open,Data Center,Infrastructure,Hardware,2023,July,day,Third,31,0,0,0,4,1,3,3,4
489,2023-05-02,06:55:32,Storage Performance Degradation,The storage system is experiencing high latency and slow read/write speeds.,24,High,Resolved,Data Center,Infrastructure,Data,2023,May,day,Second,18,45,45,90,3,3,3,3,6
490,2022-08-26,16:15:26,Application User Data Breach,There is a breach in user data privacy resulting in unauthorized access to personal information.,10,Critical,Resolved,Server Room,Applications,Security,2022,August,day,Third,34,15,30,45,4,3,1,2,5
491,2021-11-23,18:33:27,Server Room Physical Security Breach,A physical security breach is detected in the server room requiring immediate action to safeguard equipment.,10,Critical,Resolved,Server Room,Infrastructure,Security,2021,November,day,Fourth,47,5,10,15,4,3,3,2,5
492,2022-07-07,19:28:37,Network Device Failure,A network device fails or malfunctions causing disruptions or interruptions in network connectivity.,4,Critical,Resolved,Data Center,IT,Performance,2022,July,night,Third,27,30,60,90,4,3,2,3,1
493,2022-06-30,05:14:54,Application Server Patching Error,An error occurs during the patching of the application server leading to failed or incomplete patch deployment.,8,Medium,Resolved,Server Room,Applications,Application,2022,June,night,Second,26,5,10,15,2,3,1,2,0
494,2022-08-21,15:17:56,Unauthorized System Modification,An unauthorized change is made to a critical system configuration.,12,High,Resolved,Server Room,IT,Security,2022,August,day,Third,33,30,60,90,3,3,2,2,5
495,2022-02-25,11:42:30,Email Delivery Delay,Email delivery is experiencing delays resulting in delayed communication.,1,Medium,Resolved,Office,IT,Application,2022,February,day,First,8,15,45,60,2,3,2,1,0
496,2022-12-25,13:16:27,Data Manipulation Incident,An incident involving data manipulation is reported potentially affecting data integrity and accuracy.,12,High,Resolved,Data Center,IT,Security,2022,December,day,Fourth,51,5,10,15,3,3,2,3,5
497,2023-05-08,12:20:00,Application Crashed,The application has crashed unexpectedly.,0,Critical,Open,Office,Applications,Application,2023,May,day,Second,19,0,0,0,4,1,1,1,0
498,2020-03-12,06:54:01,Database Backup Verification Failure,The verification process for database backups fails requiring investigation and potential rebackup.,13,Medium,Resolved,Data Center,IT,Data,2020,March,day,First,11,10,20,30,2,3,2,3,6
499,2023-02-11,13:05:00,Network Firewall Block,The firewall is blocking legitimate network traffic.,12,Medium,Open,Server Room,Security,Security,2023,February,day,First,6,0,0,0,2,1,4,2,5
500,2022-03-29,23:55:17,Database Indexing Error,There is an error in the database indexing process impacting query performance and search capabilities.,2,Medium,Resolved,Data Center,IT,Performance,2022,March,night,First,13,20,40,60,2,3,2,3,1
501,2023-08-16,14:45:00,Security Breach,Unauthorized access detected in the system.,12,Critical,In Progress,Data Center,Security,Security,2023,August,day,Third,33,0,0,0,4,2,4,3,5
502,2023-06-30,11:30:00,Computer Not Powering On,The computer is not turning on when the power button is pressed.,9,Critical,Open,Office,IT,Hardware,2023,June,day,Second,26,15,240,120,4,1,2,1,4
503,2022-01-14,06:24:08,Software Installation Error,An error occurs while installing new software on user workstations.,1,Low,Resolved,Office,IT,Application,2022,January,day,First,2,10,35,45,1,3,2,1,0
504,2023-04-02,06:45:14,Data Retention Policy Review,A review of data retention policies is needed to ensure compliance and align with business requirements.,11,Medium,Resolved,Office,IT,Data,2023,April,day,Second,13,5,10,15,2,3,2,1,6
505,2021-08-01,01:16:43,Data Import Failure,A data import process in the application fails resulting in incomplete or missing data.,0,High,Resolved,Office,IT,Application,2021,August,night,Third,30,5,10,15,3,3,2,1,0
506,2020-12-15,18:40:34,Network Load Balancer Misconfiguration,The network load balancer is misconfigured causing uneven distribution of traffic.,14,Medium,Resolved,Office,IT,Configuration,2020,December,day,Fourth,51,30,60,90,2,3,2,1,7
507,2022-10-07,02:44:45,Application Resource Contention,Applications contend for shared resources leading to performance bottlenecks or slowdowns.,4,High,Resolved,Office,IT,Performance,2022,October,night,Fourth,40,30,60,90,3,3,2,1,1
508,2023-01-29,16:18:11,Network Load Balancer Failure,The network load balancer fails resulting in uneven distribution of traffic and service disruptions.,8,Critical,Resolved,Office,Infrastructure,Infrastructure,2023,January,day,First,4,20,40,60,4,3,3,1,2
509,2022-05-30,07:43:47,Database Performance Degradation,The database experiences performance degradation resulting in slow query execution and response times.,2,Medium,Resolved,Data Center,IT,Performance,2022,May,day,Second,22,5,10,15,2,3,2,3,1
510,2021-01-04,17:24:09,Network DNS Misconfiguration,There is a misconfiguration in the DNS settings causing DNS resolution issues and network disruptions.,14,Medium,Resolved,Office,IT,Configuration,2021,January,day,First,1,15,30,45,2,3,2,1,7
511,2021-06-29,04:10:05,Data Loss,Data is unintentionally deleted or lost requiring data recovery measures.,13,Critical,Resolved,Data Center,IT,Data,2021,June,night,Second,26,15,30,45,4,3,2,3,6
512,2022-03-06,20:22:39,Application Memory Leak,The application has a memory leak causing increasing memory usage over time.,2,High,Resolved,Office,Applications,Performance,2022,March,night,First,9,20,40,60,3,3,1,1,1
513,2023-06-13,08:15:00,Server Power Supply Issue,The server is experiencing power supply problems.,9,High,Open,Data Center,IT,Hardware,2023,June,day,Second,24,15,240,120,3,1,2,3,4
514,2021-05-14,10:28:35,Network Routing Misconfiguration,There is a misconfiguration in the network routing settings causing routing issues and network interruptions.,14,High,Resolved,Data Center,IT,Configuration,2021,May,day,Second,19,30,60,90,3,3,2,3,7
515,2023-06-20,14:30:00,Network Switch Failure,One of the network switches has stopped functioning.,9,Critical,Open,Data Center,Infrastructure,Hardware,2023,June,day,Second,25,30,480,240,4,1,3,3,4
516,2023-08-11,11:35:00,Application Functionality Issue,The application is not functioning as expected.,0,Medium,Open,Office,Applications,Application,2023,August,day,Third,32,0,0,0,2,1,1,1,0
517,2021-12-02,16:00:37,User Account Lockout,Several user accounts have been locked out due to multiple failed login attempts.,16,Medium,Resolved,Office,IT,Security,2021,December,day,Fourth,48,5,10,15,2,3,2,1,5
518,2023-06-21,10:15:00,Server Memory Error,An error has been detected in the server memory.,9,High,Open,Data Center,IT,Hardware,2023,June,day,Second,25,15,240,120,3,1,2,3,4
519,2023-06-30,08:50:00,Printer Paper Jam,The printer is jammed with paper.,9,Low,Resolved,Office,Infrastructure,Hardware,2023,June,day,Second,26,5,5,10,1,3,3,1,4
520,2021-08-17,07:33:29,Database Data Backup Delay,There is a delay in the scheduled data backup process potentially impacting recovery capabilities.,13,Medium,Resolved,Data Center,IT,Data,2021,August,day,Third,33,30,60,90,2,3,2,3,6
521,2023-03-03,01:46:08,Server Room Equipment Failure,A critical server room equipment failure occurs resulting in service unavailability.,8,Critical,Resolved,Server Room,Infrastructure,Infrastructure,2023,March,night,First,9,20,40,60,4,3,3,2,2
522,2023-07-28,11:55:00,Printer Paper Jam,The printer is jammed with paper.,9,Low,Resolved,Office,Infrastructure,Hardware,2023,July,day,Third,30,5,5,10,1,3,3,1,4
523,2022-02-03,14:33:45,Database Backup Failure,The scheduled database backup process fails to complete successfully.,8,High,Resolved,Server Room,IT,Infrastructure,2022,February,day,First,5,30,90,120,3,3,2,2,2
524,2022-10-16,05:12:06,Server Room Environmental Alarm,An environmental alarm is triggered in the server room indicating abnormal conditions.,8,Medium,Resolved,Server Room,Infrastructure,Infrastructure,2022,October,night,Fourth,41,20,40,60,2,3,3,2,2
525,2023-10-22,12:30:00,Network Congestion,High network traffic causing delays and packet loss.,6,Low,Resolved,Server Room,Infrastructure,Network,2023,October,day,Fourth,42,0,0,0,1,3,3,2,3
526,2023-04-06,13:20:00,Security Breach,Unauthorized access detected in the system.,12,Critical,In Progress,Data Center,IT,Security,2023,April,day,Second,14,0,0,0,4,2,2,3,5
527,2020-12-30,23:37:32,Software Configuration Error,An error in the software configuration causes incorrect behavior and system instability.,1,Medium,Resolved,Server Room,IT,Application,2020,December,night,Fourth,53,15,30,45,2,3,2,2,0
528,2023-11-03,22:30:01,Application File System Corruption,The application's file system becomes corrupted resulting in data loss or unavailability.,13,High,Resolved,Server Room,Applications,Data,2023,November,night,Fourth,44,5,10,15,3,3,1,2,6
529,2023-06-23,12:35:00,Network DNS Configuration Issue,Incorrect DNS configuration causing network connectivity problems.,6,High,Resolved,Server Room,Infrastructure,Network,2023,June,day,Second,25,10,50,60,3,3,3,2,3
530,2021-04-27,19:01:11,Application File Permissions Error,Users encounter file permission errors when trying to access or modify files in the application.,23,Medium,Resolved,Data Center,Applications,Application,2021,April,night,Second,17,30,60,90,2,3,1,3,0
531,2023-11-10,14:55:00,Application Bug,Users are experiencing unexpected errors in the application.,0,Medium,Resolved,Office,Applications,Application,2023,November,day,Fourth,45,5,25,30,2,3,1,1,0
532,2021-01-10,23:09:06,Network Switch Port Security,Enabling port security on network switches to prevent unauthorized access and MAC address spoofing.,6,High,Resolved,Data Center,IT,Network,2021,January,night,First,1,15,30,45,3,3,2,3,3
533,2022-06-06,19:18:15,Application Performance Degradation,The application experiences performance degradation resulting in slow response times.,2,Medium,Resolved,Server Room,Applications,Performance,2022,June,night,Second,23,15,30,45,2,3,1,2,1
534,2022-08-16,14:44:21,UPS Failure,A UPS (Uninterruptible Power Supply) unit fails resulting in power interruptions to critical infrastructure components.,3,High,Resolved,Data Center,IT,Infrastructure,2022,August,day,Third,33,15,30,45,3,3,2,3,2
535,2023-01-30,02:21:25,Application File Access Permission Issue,Users are unable to access specific files in the application due to permission restrictions.,23,Medium,Resolved,Office,Applications,Application,2023,January,night,First,5,15,30,45,2,3,1,1,0
536,2021-06-27,20:28:37,Server Room Access Restriction,There is a restriction on physical access to the server room requiring authorization for entry.,16,Medium,Resolved,Server Room,Infrastructure,Security,2021,June,night,Second,25,30,60,90,2,3,3,2,5
537,2022-06-28,11:01:09,Application Crash,An application crashes abruptly leading to data loss and disruption.,0,Critical,Resolved,Data Center,IT,Application,2022,June,day,Second,26,20,40,60,4,3,2,3,0
538,2023-06-07,09:30:00,Mouse Cursor Not Moving,The mouse cursor is not moving on the screen.,9,Medium,Open,Office,IT,Hardware,2023,June,day,Second,23,2,20,10,2,1,2,1,4
539,2023-02-07,10:45:00,Headphone Audio Distortion,The audio from the headphones is distorted.,9,Medium,Open,Office,IT,Hardware,2023,February,day,First,6,5,30,15,2,1,2,1,4
540,2021-08-07,22:02:17,Network Firewall Rule Misconfiguration,There is a misconfiguration in the network firewall rules causing unintended traffic restrictions.,14,Medium,Resolved,Data Center,IT,Configuration,2021,August,night,Third,31,5,10,15,2,3,2,3,7
541,2022-10-29,20:15:09,Server Room Water Supply Disruption,The water supply to the server room is disrupted impacting cooling and fire suppression systems.,8,High,Resolved,Server Room,Infrastructure,Infrastructure,2022,October,night,Fourth,43,20,40,60,3,3,3,2,2
542,2023-11-08,13:45:00,Server Disk Failure,One of the server disks has failed.,9,High,Open,Data Center,Infrastructure,Hardware,2023,November,day,Fourth,45,0,0,0,3,1,3,3,4
543,2023-07-22,11:05:00,Database Connection Error,Unable to establish a connection to the database.,0,High,Resolved,Office,Applications,Application,2023,July,day,Third,29,5,15,20,3,3,1,1,0
544,2023-06-06,12:15:00,Application Slow Performance,The application is running slower than usual.,4,Medium,In Progress,Office,Applications,Performance,2023,June,day,Second,23,10,0,45,2,2,1,1,1
545,2020-03-12,04:43:30,Server Room Equipment Fan Failure,There is a failure in the cooling fans of critical server room equipment risking overheating.,8,High,Resolved,Server Room,Infrastructure,Infrastructure,2020,March,night,First,11,5,10,15,3,3,3,2,2
546,2022-10-23,20:20:22,Server Overload,One or more servers become overloaded due to excessive load or resource utilization impacting performance.,4,Critical,Resolved,Data Center,IT,Performance,2022,October,night,Fourth,42,15,30,45,4,3,2,3,1
547,2022-07-15,18:42:26,Network Switch Configuration Issue,The network switch configuration needs to be updated to resolve connectivity issues.,5,Medium,Resolved,Data Center,IT,Network,2022,July,day,Third,28,15,30,45,2,3,2,3,3
548,2021-11-12,17:18:45,Network Routing Loop,There is a routing loop in the network causing excessive traffic and network instability.,5,Medium,Resolved,Office,IT,Network,2021,November,day,Fourth,45,10,20,30,2,3,2,1,3
549,2020-10-12,14:27:52,Email Delivery Delay,There is a delay in email delivery causing messages to be delivered with a delay.,1,Low,Resolved,Office,IT,Application,2020,October,day,Fourth,42,20,40,60,1,3,2,1,0
550,2022-04-19,05:58:39,Application Error Message,Users receive error messages or codes when using the application indicating failures or issues.,0,Medium,Resolved,Office,IT,Application,2022,April,night,Second,16,15,30,45,2,3,2,1,0
551,2021-09-10,09:22:58,Server Room Fire Suppression System Activation,The fire suppression system in the server room activates potentially impacting equipment and services.,8,Critical,Resolved,Server Room,Infrastructure,Infrastructure,2021,September,day,Third,36,5,10,15,4,3,3,2,2
552,2023-01-30,15:39:04,Server Unresponsive,A server becomes unresponsive causing disruption to services hosted on it.,3,High,Resolved,Data Center,IT,Infrastructure,2023,January,day,First,5,10,20,30,3,3,2,3,2
553,2021-09-05,07:00:25,Data Corruption,The database has encountered data corruption resulting in data inconsistencies.,13,Critical,Resolved,Data Center,IT,Data,2021,September,day,Third,35,15,75,90,4,3,2,3,6
554,2022-10-10,08:39:08,Data Center Power Outage,A power outage occurs in the data center resulting in a complete shutdown of services.,8,Critical,Resolved,Data Center,Infrastructure,Infrastructure,2022,October,day,Fourth,41,30,60,90,4,3,3,3,2
555,2022-01-26,08:20:19,Network Configuration Error,There is a misconfiguration in the network settings leading to connectivity issues.,6,High,Resolved,Data Center,IT,Network,2022,January,day,First,4,30,60,90,3,3,2,3,3
556,2022-12-18,02:11:38,Network Disconnection,The network connection drops intermittently causing disruptions in work.,5,Medium,Resolved,Office,Infrastructure,Network,2022,December,night,Fourth,50,20,40,60,2,3,3,1,3
557,2021-01-30,02:53:34,Server Rack Power Failure,There is a power failure in one of the server racks causing service disruptions.,8,High,Resolved,Server Room,Infrastructure,Infrastructure,2021,January,night,First,4,10,20,30,3,3,3,2,2
558,2022-11-02,09:00:54,Network Link Flapping,There is intermittent flapping of network links causing unstable connectivity.,5,Medium,Resolved,Office,IT,Network,2022,November,day,Fourth,44,30,60,90,2,3,2,1,3
559,2022-08-27,11:20:14,Application Data Corruption,The application data gets corrupted leading to inconsistent or incorrect information.,13,High,Resolved,Office,Applications,Data,2022,August,day,Third,34,20,40,60,3,3,1,1,6
560,2022-05-17,04:06:39,Server Room Security Camera Failure,The security cameras in the server room stop functioning affecting surveillance and monitoring.,8,Medium,Resolved,Server Room,Infrastructure,Security,2022,May,night,Second,20,5,10,15,2,3,3,2,5
561,2023-10-01,01:55:16,Hardware Device Driver Incompatibility,A hardware device encounters compatibility issues with the operating system requiring updated drivers.,19,Medium,Resolved,Data Center,IT,Hardware,2023,October,night,Fourth,39,10,20,30,2,3,2,3,4
562,2022-08-17,08:54:35,Email Server Blacklisting,The email server IP address gets blacklisted causing delivery issues to certain email recipients.,14,Medium,Resolved,Data Center,IT,Configuration,2022,August,day,Third,33,20,40,60,2,3,2,3,7
563,2023-02-23,13:48:31,Network VLAN Configuration Inconsistency,There is an inconsistency in the VLAN configuration resulting in connectivity issues and network instability.,14,Medium,Resolved,Office,IT,Configuration,2023,February,day,First,8,5,10,15,2,3,2,1,7
564,2021-11-07,05:12:46,Server BIOS Update,A BIOS update is necessary on a server to address known issues or security vulnerabilities.,17,Medium,Resolved,Data Center,IT,Configuration,2021,November,night,Fourth,44,20,40,60,2,3,2,3,7
565,2022-05-16,21:36:53,Insider Threat Detected,A suspicious activity by an insider is detected indicating potential malicious intent.,12,High,Resolved,Office,IT,Security,2022,May,night,Second,20,20,40,60,3,3,2,1,5
566,2022-02-25,01:15:05,Database Connection Timeout,A database connection times out preventing successful connections and impacting application functionality.,4,High,Resolved,Data Center,IT,Performance,2022,February,night,First,8,10,20,30,3,3,2,3,1
567,2022-08-17,05:44:06,Application User Account Lockout,User accounts are getting locked out due to multiple failed login attempts causing access issues.,23,High,Resolved,Office,Applications,Application,2022,August,night,Third,33,5,10,15,3,3,1,1,0
568,2021-06-12,11:32:26,Application Firewall Blocking Requests,The application firewall blocks incoming requests resulting in restricted access and functionality.,16,Medium,Resolved,Server Room,Applications,Application,2021,June,day,Second,23,15,30,45,2,3,1,2,0
569,2021-04-06,01:40:50,Application UI Responsiveness Issue,The application's user interface becomes unresponsive or slow affecting user experience.,1,Medium,Resolved,Server Room,Applications,Application,2021,April,night,Second,14,5,10,15,2,3,1,2,0
570,2021-01-16,14:37:29,Network Wireless Access Point Failure,A wireless access point fails causing connectivity issues for wireless devices.,8,Medium,Resolved,Office,IT,Infrastructure,2021,January,day,First,2,20,40,60,2,3,2,1,2
571,2021-07-14,11:18:45,Network Latency Issue,The network experiences increased latency affecting communication and application performance.,2,Medium,Resolved,Office,IT,Performance,2021,July,day,Third,28,15,30,45,2,3,2,1,1
572,2020-12-27,19:06:54,Data Loss,A significant data loss incident occurs resulting in the permanent loss of critical data.,11,Critical,Resolved,Data Center,IT,Data,2020,December,night,Fourth,52,30,60,90,4,3,2,3,6
573,2023-07-09,14:30:00,Data Center Cooling Failure,The cooling system in the data center has failed.,3,Critical,Resolved,Data Center,Infrastructure,Infrastructure,2023,July,day,Third,27,15,105,120,4,3,3,3,2
574,2023-09-28,13:35:00,Database Backup Failure,The scheduled database backup has failed.,11,Medium,In Progress,Office,IT,Data,2023,September,day,Third,39,0,0,0,2,2,2,1,6
575,2023-06-16,10:10:00,Database Performance Degradation,Slow response time from the database server.,4,High,Open,Office,Applications,Performance,2023,June,day,Second,24,0,0,0,3,1,1,1,1
576,2023-10-26,13:10:00,Printer Paper Jam,The printer is jammed with paper.,9,Low,Resolved,Office,Infrastructure,Hardware,2023,October,day,Fourth,43,5,5,10,1,3,3,1,4
577,2021-06-21,03:29:56,Application Performance Bottleneck,The application experiences a performance bottleneck resulting in slow response times and reduced throughput.,2,High,Resolved,Server Room,Applications,Application,2021,June,night,Second,25,15,30,45,3,3,1,2,0
